s_part,n_source_edges,f_part_714,f_part_512,f_part_845,f_part_867,f_part_677,f_part_996,f_part_1229,f_part_915,f_part_706,f_part_946,f_part_709,f_part_871,f_part_1039,f_part_895,f_part_616,f_part_622,f_part_795,f_part_1170,f_part_900
54,3137,0.029008606949314633,0.2212304749760918,0.24737009882052916,0.004781638508128785,0.12113484220592924,0.007013069811922219,0.001275103602167676,0.013707363723302519,0.0,0.014982467325470195,0.09308256295824036,0.236212942301562,0.0,0.0,0.0,0.006375518010838381,0.0031877590054191903,0.000637551801083838,0.0
138,1670,0.03473053892215569,0.008982035928143712,0.0,0.05568862275449102,0.05449101796407185,0.1694610778443114,0.0,0.012574850299401197,0.07125748502994012,0.11197604790419162,0.007784431137724551,0.0,0.218562874251497,0.0,0.0,0.06047904191616767,0.09281437125748503,0.013173652694610778,0.08802395209580838
423,3404,0.033783783783783786,0.08607520564042304,0.0872502937720329,0.021739130434782608,0.06433607520564043,0.08783783783783784,0.004406580493537015,0.05199764982373678,0.07256169212690952,0.08783783783783784,0.03554641598119859,0.1145710928319624,0.060223266745005874,0.0,0.0,0.015569917743830788,0.0846063454759107,0.02702702702702703,0.06462984723854288
74,12315,0.03954526999593991,0.11839220462850182,0.09857896873731221,0.015915550142103125,0.07519285424279334,0.10410069021518474,0.001705237515225335,0.04238733252131547,0.04206252537555826,0.017458384084449857,0.04246853430775477,0.146163215590743,0.008526187576126675,0.0,0.0,0.00243605359317905,0.10182704019488428,0.037190418189200165,0.10604953308972798
147,1222,0.049099836333878884,0.0,0.0,0.07528641571194762,0.013911620294599018,0.19312602291325695,0.0,0.029459901800327332,0.13584288052373159,0.049099836333878884,0.027823240589198037,0.0,0.02127659574468085,0.0,0.0,0.006546644844517185,0.031914893617021274,0.09083469721767594,0.27577741407528644
113,2144,0.024720149253731342,0.18003731343283583,0.1623134328358209,0.0046641791044776115,0.07975746268656717,0.029850746268656716,0.0013992537313432835,0.07369402985074627,0.0065298507462686565,0.01166044776119403,0.05363805970149254,0.24673507462686567,0.0004664179104477612,0.0,0.0,0.0037313432835820895,0.12080223880597014,0.0,0.0
133,1562,0.12227912932138284,0.0038412291933418692,0.010243277848911651,0.08450704225352113,0.1702944942381562,0.26824583866837387,0.02560819462227913,0.02496798975672215,0.10499359795134443,0.08962868117797695,0.011523687580025609,0.0,0.04481434058898848,0.0,0.016005121638924456,0.023047375160051217,0.0,0.0,0.0
203,1164,0.06443298969072164,0.07130584192439862,0.006872852233676976,0.03436426116838488,0.09278350515463918,0.0979381443298969,0.006013745704467354,0.00859106529209622,0.00429553264604811,0.024054982817869417,0.013745704467353952,0.05240549828178694,0.03264604810996564,0.0,0.18041237113402062,0.015463917525773196,0.08934707903780069,0.015463917525773196,0.18986254295532645
439,1910,0.0743455497382199,0.1643979057591623,0.002617801047120419,0.04607329842931937,0.16753926701570682,0.23298429319371727,0.007329842931937173,0.0062827225130890054,0.03926701570680628,0.02774869109947644,0.028272251308900525,0.006806282722513089,0.004712041884816754,0.0,0.0,0.026701570680628273,0.14397905759162305,0.0010471204188481676,0.019895287958115182
393,13274,0.009944251921048667,0.12460448998041283,0.007533524182612626,0.011149615790266687,0.08558083471447943,0.11270152177188489,0.0009040229019135151,0.0019587162874792827,0.008211541359047763,0.01574506554166039,0.0048214554768720806,0.17003164080156696,0.14441765858068403,0.0,0.0,0.09364170558987495,0.10373662799457586,0.0005273466927828838,0.10448998041283712
368,1777,0.04670793472144063,0.005064715813168261,0.0,0.03657850309510411,0.007878446820483961,0.14912774338773213,0.0,0.12042768711311198,0.08384918401800788,0.030388294879009566,0.0022509848058525606,0.0005627462014631402,0.012943162633652222,0.0,0.0,0.005627462014631401,0.2284749577940349,0.06471581316826111,0.20540236353404615
480,770,0.04285714285714286,0.1012987012987013,0.0,0.01948051948051948,0.11298701298701298,0.09740259740259741,0.23766233766233766,0.02727272727272727,0.0,0.02207792207792208,0.08701298701298701,0.06623376623376623,0.05454545454545454,0.0,0.0025974025974025974,0.007792207792207792,0.11818181818181818,0.0025974025974025974,0.0
273,848,0.008254716981132075,0.3007075471698113,0.014150943396226415,0.007075471698113208,0.14976415094339623,0.009433962264150943,0.0,0.0,0.0,0.008254716981132075,0.030660377358490566,0.39622641509433965,0.0011792452830188679,0.0,0.02122641509433962,0.05306603773584906,0.0,0.0,0.0
349,130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
19,9394,0.028741750053225462,0.1038961038961039,0.005748350010645093,0.04332552693208431,0.08643815201192251,0.11145411965084097,0.0014903129657228018,0.003193527783691718,0.027890142644241004,0.08196721311475409,0.006387055567383436,0.1297636789440068,0.12795401319991484,0.0,0.0,0.07462209921226315,0.08878007238662976,0.00021290185224611454,0.07813497977432404
336,2311,0.01947209000432713,0.17697966248377325,0.0017308524448290783,0.02293379489398529,0.07139766334919947,0.0839463435742103,0.0,0.0,0.009519688446559932,0.004327131112072695,0.006057983556901774,0.23582864560796193,0.007788836001730853,0.0,0.0,0.06533967979229771,0.1449588922544353,0.003028991778450887,0.14668974469926438
505,896,0.13504464285714285,0.0033482142857142855,0.0,0.41517857142857145,0.14174107142857142,0.27120535714285715,0.0,0.0,0.015625,0.011160714285714286,0.0,0.0,0.004464285714285714,0.0,0.0,0.0,0.002232142857142857,0.0,0.0
,,1963.0,6633.0,2834.0,1806.0,4966.0,6492.0,313.0,1309.0,1864.0,2131.0,1421.0,7943.0,4026.0,130.0,255.0,2481.0,5429.0,838.0,5094.0
